"","plot","spp","dbh","cr","logs"
"47","marq","hard maple",1.685390637495,53.8641555701517,"2233555555"
"48","marq","hard maple",1.43795957944157,31.6607020764933,"1335555555"
"49","marq","hard maple",1.26500831111609,33.0501881348873,"2355555555"
"50","marq","hard maple",1.16706752110822,25.366417324669,"2555555555"
"51","marq","hard maple",0.990914123568707,23.9333216441965,"2533555555"
"52","marq","hard maple",1.14811703068901,65.5535503119278,"5225555555"
"53","marq","hard maple",0.819424934692066,37.534849506175,"1535555555"
"54","marq","hard maple",1.3956994166873,56.7551283016092,"5335255555"
"55","marq","hard maple",1.56430542376624,55.5809303545056,"5225555555"
"56","marq","hard maple",0.968587601477612,40.3385037127549,"1553555555"
"57","marq","hard maple",1.49964171018136,50.444318461108,"2255555555"
"58","marq","hard maple",1.3056618300948,34.2769860720571,"5233555555"
"59","marq","hard maple",0.51006450802256,20.5515038561644,"5325555555"
"60","marq","hard maple",1.87012331158516,36.6211854755849,"2255555555"
"61","marq","hard maple",1.9543065135575,27.3643663966341,"5555555555"
"62","marq","hard maple",2.03893738686964,44.5153068282495,"3122555555"
"63","marq","hard maple",0.953506906347732,50.3763598279185,"5235355555"
"64","marq","hard maple",1.18413357481929,33.1522702443397,"3252555555"
"65","marq","hard maple",1.36620973807815,32.9834995267047,"5552555555"
"66","marq","hard maple",1.12679667472397,50.5825937919913,"5255555555"
"67","marq","hard maple",0.693053375098884,59.2905930284088,"3233555555"
"68","marq","hard maple",1.28794805549055,17.7293488490654,"2225555555"
"69","marq","hard maple",1.59849178955065,15.0658343768093,"2225555555"
"70","marq","hard maple",1.23036867500244,47.1704582431977,"5535555555"
"71","marq","hard maple",1.75045458937208,37.701560030714,"5225255555"
"72","marq","hard maple",0.790784594234829,32.0138900961618,"2525555555"
"73","marq","hard maple",1.39954308155096,44.6012585308376,"5532255555"
"74","marq","hard maple",0.677486534878652,52.0983768608939,"2135555555"
"75","marq","hard maple",1.15465825904395,42.7745788806835,"5525255555"
"76","marq","hard maple",0.929759079519101,62.4888946626453,"3553555555"
"77","marq","hard maple",1.39971876729338,24.7015077956481,"5325555555"
"78","marq","hard maple",0.736971058533788,32.8415176068746,"2523555555"
"79","marq","hard maple",1.02626846325844,6.39319550686116,"5525255555"
"80","marq","hard maple",1.26293766796414,30.3147566772842,"5555555555"
"81","marq","hard maple",1.20810176456891,38.4796196451107,"5225555555"
"82","marq","hard maple",1.08068414636098,39.3159928780137,"2535555555"
"83","marq","hard maple",0.657337951503839,42.6362225460745,"5235555555"
"84","marq","hard maple",2.04748005166475,31.8854633357566,"5255255555"
"85","marq","hard maple",1.1132617214117,56.6915383049208,"5525555555"
"86","marq","hard maple",0.91081968752651,46.819604175483,"3535555555"
"87","marq","striped maple",0.963729691779725,25.2503806905066,"2235555555"
"88","marq","striped maple",1.35473516323192,69.2836268202247,"2235555555"
"89","marq","striped maple",0.805861524625507,47.3157291263972,"2235555555"
"90","marq","striped maple",0.97841638712812,81.5611275912618,"2235555555"
"91","marq","striped maple",1.15187170044184,10.5423827903169,"2235555555"
"92","marq","hemlock",1.01821852733724,50.8535539349025,"5222222355"
"93","marq","hemlock",1.55450164578931,53.4728126557747,"5222232255"
"94","marq","yellow birch",1.34751170473664,53.5190640359565,"1553555555"
"95","marq","yellow birch",1.27635539695053,28.128581985122,"1522555555"
"96","marq","yellow birch",1.16763010896174,45.8774810757421,"5155555555"
"97","marq","yellow birch",0.84777954641327,31.3054869041946,"5552555555"
"98","marq","yellow birch",1.49288876330048,20.341947405488,"1222555555"
"99","marq","yellow birch",2.99207374734828,52.5719348547197,"5222555555"
"100","marq","yellow birch",0.692877882999559,88.1303925050306,"5122555555"
"101","marq","yellow birch",1.41832669069058,38.1988580606416,"5152555555"
"102","marq","yellow birch",1.46655099203347,39.6679236277807,"5525555555"
"103","marq","yellow birch",2.1443145181558,21.3875906297628,"5223555555"
"104","marq","yellow birch",4.74946357619369,47.0624367995145,"1252555555"
"105","marq","yellow birch",2.0519510711238,51.5460401654791,"1522555555"
"106","marq","yellow birch",3.29950159754637,50.5951659341791,"5523555555"
"107","marq","yellow birch",1.37037096863021,59.2802493036813,"5122555555"
"108","marq","yellow birch",1.22295487697686,41.4724611458705,"5122555555"
"109","marq","yellow birch",1.42063438574218,30.8596264413367,"5523555555"
"110","marq","yellow birch",2.20056318670063,55.2794186818391,"5153555555"
"111","marq","yellow birch",2.31440864346896,39.0658567444584,"1525555555"
"112","marq","yellow birch",6.51677648665405,51.0816984305656,"1122555555"
"113","marq","yellow birch",1.26188865898824,37.9143699772776,"5523555555"
"114","marq","ash",0.798563978200743,23.4062174600308,"2223555555"
"115","marq","ash",4.94801412026227,33.1706319671654,"2223555555"
"116","marq","ash",2.43803600435337,56.0839381229154,"5113555555"
"117","marq","soft maple",2.9144229067474,48.6791715722255,"5353555555"
"118","marq","soft maple",4.43494655215245,37.4051429347699,"5535555555"
"119","marq","soft maple",3.13686879836793,41.7426848788082,"3525355555"
"120","marq","soft maple",1.72532936695617,46.4798031395435,"3353355555"
"121","marq","soft maple",1.42770994946126,33.8152828565089,"3253555555"
"122","marq","soft maple",3.78245132402177,25.6282857339007,"3522255555"
"123","marq","soft maple",0.486704749466711,45.4965118747421,"5222555555"
"124","marq","paper birch",3.49429762889495,37.0174985493832,"5225555555"
"125","marq","paper birch",2.15409662770672,31.3195415011851,"5225555555"
"126","marq","paper birch",3.75977492320284,52.3691684965228,"5552555555"
"127","marq","paper birch",3.03295233096318,45.3385329097603,"5525555555"
"128","marq","paper birch",2.50426332936483,33.8709330817936,"5152555555"
"129","marq","paper birch",7.35727476266276,48.0463053894563,"1223555555"
"130","marq","paper birch",2.64575519203816,33.4530970009391,"1122555555"
"131","marq","paper birch",2.89754595372075,29.5375311395207,"5253555555"
"132","marq","paper birch",1.34515826221119,32.6190236646753,"5155555555"
"133","marq","paper birch",2.23249168331854,31.4990485450495,"5222555555"
"134","marq","paper birch",2.12149114615438,19.6697652647216,"5123555555"
"135","marq","paper birch",5.68586017581117,32.8100100821758,"1123555555"
"136","marq","paper birch",3.89161295837473,59.7366043531066,"1122555555"
"137","marq","paper birch",2.29066253625029,45.5642654385671,"5552555555"
"138","marq","paper birch",3.08844849856097,21.7850901694318,"5255555555"
"139","marq","paper birch",2.54147345884468,13.9414076064287,"5152555555"
"140","marq","paper birch",2.34567988814945,31.0629485810587,"5522555555"
"141","marq","aspen",5.02201632857015,33.5866056070646,"1225555555"
"142","marq","aspen",1.5556871177635,34.0331571653123,"2255555555"
"143","marq","other hardwood",1.35013633513857,22.6473401869871,"2235555555"
"144","marq","other hardwood",2.92531463877992,40.593985204782,"2235555555"
"145","marq","other hardwood",2.26099937739401,52.6738110911815,"2235555555"
"146","marq","other hardwood",2.29672665125994,23.3712250663952,"2235555555"
"147","marq","other hardwood",3.41630680018418,55.6136747289912,"2235555555"
"148","marq","other hardwood",1.051053765606,34.7233004234319,"2235555555"
"149","marq","other hardwood",1.02824599062485,37.2644262706578,"2235555555"
"150","marq","other hardwood",0.994856146812162,22.9397952779537,"2235555555"
"151","marq","other hardwood",1.9473137348317,43.0827528698297,"2235555555"
"152","marq","other hardwood",2.35741378518489,20.1920036634488,"2235555555"
"153","marq","other hardwood",3.05478914897901,1,"2235555555"
"154","marq","other hardwood",0.816837357976127,49.2814265684844,"2235555555"
"155","marq","other hardwood",3.99679842264104,19.1685761597549,"2235555555"
"156","marq","other hardwood",1.59342268164508,39.6590322197476,"2235555555"
"157","marq","other hardwood",1.84402288827489,22.404846970528,"2235555555"
"158","marq","other hardwood",3.80045382348936,41.3237770407374,"2235555555"
"159","marq","other hardwood",3.01295209879148,20.2637952042436,"2235555555"
"160","marq","other hardwood",2.27440858641496,48.2505840068843,"2235555555"
"161","marq","other hardwood",1.85135278430013,26.747906766509,"2235555555"
"162","marq","other hardwood",3.59183954858162,26.3337277908221,"2235555555"
"163","marq","other hardwood",1.99825965978052,39.2286321489465,"2235555555"
"164","marq","other hardwood",2.36406171887654,43.361691799715,"2235555555"
"165","marq","other hardwood",2.52444468669591,8.02846068655818,"2235555555"
"166","marq","other hardwood",2.58767905222783,25.4650580069713,"2235555555"
"167","marq","other hardwood",0.933307973005975,19.3706063481824,"2235555555"
"168","marq","other hardwood",1.36344348572199,43.3022068904332,"2235555555"
"169","marq","other hardwood",1.8990028468414,21.7685440046442,"2235555555"
